cliente_id,segmento,churn_prob,churn_real,explicacao
CLI00085,Varejo,0.7678,1,"Risco de Churn: [ALTO] (76.8%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.0423)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.8747)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6708)"
CLI01139,Varejo,0.7642,1,"Risco de Churn: [ALTO] (76.4%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.9602)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6431)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.4623)"
CLI00910,Varejo,0.7635,1,"Risco de Churn: [ALTO] (76.3%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.4314)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6972)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.3988)"
CLI00850,Varejo,0.7633,1,"Risco de Churn: [ALTO] (76.3%)
  • Frequência de contato com assessor (meses): [+] AUMENTA risco (SHAP=+2.3434)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.9926)
  • Tempo como cliente (meses): [-] REDUZ risco (SHAP=-0.1806)"
CLI00461,Varejo,0.7518,1,"Risco de Churn: [ALTO] (75.2%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6828)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.6300)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5088)"
CLI00459,Varejo,0.7494,1,"Risco de Churn: [ALTO] (74.9%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.0422)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.9680)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.6635)"
CLI01196,Corporate,0.7494,1,"Risco de Churn: [ALTO] (74.9%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.5652)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+1.2705)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.5297)"
CLI00098,Varejo,0.748,1,"Risco de Churn: [ALTO] (74.8%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.3903)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6402)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4205)"
CLI00279,Alta Renda,0.7467,1,"Risco de Churn: [ALTO] (74.7%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.2399)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.9731)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.4151)"
CLI00019,Varejo,0.7467,1,"Risco de Churn: [ALTO] (74.7%)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.8238)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.8159)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7953)"
CLI00455,Varejo,0.7426,1,"Risco de Churn: [ALTO] (74.3%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.9882)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.8235)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6366)"
CLI00930,Varejo,0.7372,1,"Risco de Churn: [ALTO] (73.7%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.4675)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.5695)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.4755)"
CLI01162,Varejo,0.7346,1,"Risco de Churn: [ALTO] (73.5%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.8885)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.4141)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.4054)"
CLI00797,Varejo,0.7338,1,"Risco de Churn: [ALTO] (73.4%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.9376)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.8056)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.6753)"
CLI00550,Varejo,0.7244,1,"Risco de Churn: [ALTO] (72.4%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6738)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.6687)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6353)"
CLI00254,Varejo,0.7239,0,"Risco de Churn: [ALTO] (72.4%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.9954)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.8971)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5143)"
CLI00180,Varejo,0.7226,1,"Risco de Churn: [ALTO] (72.3%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7333)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6322)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6180)"
CLI00028,Varejo,0.7202,1,"Risco de Churn: [ALTO] (72.0%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.8501)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.7141)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3987)"
CLI00500,Alta Renda,0.7174,1,"Risco de Churn: [ALTO] (71.7%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.4482)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.0669)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.6844)"
CLI00525,Varejo,0.7147,1,"Risco de Churn: [ALTO] (71.5%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.7675)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4533)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.4498)"
CLI00156,Alta Renda,0.7121,1,"Risco de Churn: [ALTO] (71.2%)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+1.4609)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.0190)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3655)"
CLI00807,Wealth,0.7107,1,"Risco de Churn: [ALTO] (71.1%)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+1.2922)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.9327)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6160)"
CLI00881,Alta Renda,0.7102,1,"Risco de Churn: [ALTO] (71.0%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.2420)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.6810)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.6434)"
CLI00928,Varejo,0.7048,1,"Risco de Churn: [ALTO] (70.5%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.2155)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.7214)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7099)"
CLI00875,Varejo,0.7047,1,"Risco de Churn: [ALTO] (70.5%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.9983)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.8843)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.8098)"
CLI00146,Varejo,0.7046,1,"Risco de Churn: [ALTO] (70.5%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.2442)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5529)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.3755)"
CLI00109,Varejo,0.6978,0,"Risco de Churn: [ALTO] (69.8%)
  • Frequência de contato com assessor (meses): [+] AUMENTA risco (SHAP=+2.2604)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+1.0869)
  • Intensidade relativa de movimentação: [-] REDUZ risco (SHAP=-0.2308)"
CLI00422,Varejo,0.6958,1,"Risco de Churn: [ALTO] (69.6%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.3841)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.3897)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.3754)"
CLI00640,Varejo,0.6951,1,"Risco de Churn: [ALTO] (69.5%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.0296)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6466)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5929)"
CLI00890,Alta Renda,0.6938,1,"Risco de Churn: [ALTO] (69.4%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.3797)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+1.3457)
  • Saldo total na custódia: [-] REDUZ risco (SHAP=-0.2925)"
CLI00872,Varejo,0.6934,1,"Risco de Churn: [ALTO] (69.3%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.9228)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6975)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.4561)"
CLI00469,Wealth,0.6891,1,"Risco de Churn: [ALTO] (68.9%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.4972)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.3670)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-1.0317)"
CLI00657,Varejo,0.6884,1,"Risco de Churn: [ALTO] (68.8%)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.7801)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.7076)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5184)"
CLI00208,Varejo,0.6867,1,"Risco de Churn: [ALTO] (68.7%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.0492)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5896)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.3575)"
CLI00056,Varejo,0.686,1,"Risco de Churn: [ALTO] (68.6%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.8532)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6596)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5157)"
CLI00133,Varejo,0.6814,1,"Risco de Churn: [ALTO] (68.1%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7627)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.7598)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.5973)"
CLI00585,Varejo,0.6791,1,"Risco de Churn: [ALTO] (67.9%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7738)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6393)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5106)"
CLI00014,Varejo,0.6777,1,"Risco de Churn: [ALTO] (67.8%)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.8592)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.6571)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.6569)"
CLI00269,Varejo,0.6754,1,"Risco de Churn: [ALTO] (67.5%)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.8485)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7287)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5960)"
CLI00325,Alta Renda,0.6716,1,"Risco de Churn: [ALTO] (67.2%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.3494)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+1.0019)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3124)"
CLI00558,Alta Renda,0.666,1,"Risco de Churn: [ALTO] (66.6%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.0313)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.7893)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.3270)"
CLI00614,Alta Renda,0.6652,1,"Risco de Churn: [ALTO] (66.5%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.8999)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.4286)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.5521)"
CLI01071,Varejo,0.6615,1,"Risco de Churn: [ALTO] (66.1%)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.8771)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.5413)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5253)"
CLI00118,Wealth,0.6602,1,"Risco de Churn: [ALTO] (66.0%)
  • Frequência de contato com assessor (meses): [+] AUMENTA risco (SHAP=+1.8687)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-1.0961)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6114)"
CLI00590,Varejo,0.6508,1,"Risco de Churn: [ALTO] (65.1%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7201)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6029)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5594)"
CLI00111,Varejo,0.6443,1,"Risco de Churn: [ALTO] (64.4%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6137)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6078)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4715)"
CLI00760,Varejo,0.6332,1,"Risco de Churn: [ALTO] (63.3%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7472)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6169)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4945)"
CLI00064,Varejo,0.6313,1,"Risco de Churn: [ALTO] (63.1%)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.8701)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6999)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.5722)"
CLI00819,Varejo,0.6302,1,"Risco de Churn: [ALTO] (63.0%)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.8825)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6579)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.6249)"
CLI00563,Varejo,0.6295,1,"Risco de Churn: [ALTO] (62.9%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7736)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.7080)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.3866)"
CLI00547,Alta Renda,0.6289,1,"Risco de Churn: [ALTO] (62.9%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.4981)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.8293)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.5986)"
CLI01046,Varejo,0.6266,1,"Risco de Churn: [ALTO] (62.7%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5125)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.4697)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4289)"
CLI00144,Varejo,0.6227,1,"Risco de Churn: [ALTO] (62.3%)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.9109)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6725)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5524)"
CLI00985,Varejo,0.6223,1,"Risco de Churn: [ALTO] (62.2%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7204)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6451)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.3810)"
CLI00827,Varejo,0.6209,1,"Risco de Churn: [ALTO] (62.1%)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.7399)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6183)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5312)"
CLI00721,Varejo,0.6207,1,"Risco de Churn: [ALTO] (62.1%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6635)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.5911)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4968)"
CLI00648,Alta Renda,0.6199,1,"Risco de Churn: [ALTO] (62.0%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+1.5084)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6087)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.5655)"
CLI00372,Varejo,0.6086,1,"Risco de Churn: [ALTO] (60.9%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5518)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.4635)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4404)"
CLI00927,Varejo,0.6071,1,"Risco de Churn: [ALTO] (60.7%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.7862)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.6847)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6342)"
CLI01058,Varejo,0.6047,1,"Risco de Churn: [ALTO] (60.5%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.7862)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.6029)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.2789)"
CLI00005,Varejo,0.602,1,"Risco de Churn: [ALTO] (60.2%)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.6965)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.6759)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3432)"
CLI01089,Varejo,0.6018,1,"Risco de Churn: [ALTO] (60.2%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+0.8998)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.5472)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.4963)"
CLI00095,Varejo,0.6002,1,"Risco de Churn: [ALTO] (60.0%)
  • Saldo total na custódia: [+] AUMENTA risco (SHAP=+1.3234)
  • Segmento do cliente: [+] AUMENTA risco (SHAP=+0.5755)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3779)"
