cliente_id,churn_real,churn_prob,segmento_enc,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,saldo_bi,engajamento_score,retorno_relativo,flag_risco,intensidade_rel
CLI00032,0,0.5179,0.5787313543770025,0.3245804747042639,0.22058656821748115,0.8141967459200022,-0.03465416868577654,-0.5014849589784456,0.30697686176172934,0.3437464276021247,-0.00012433741996937338,-0.13007538638975946
CLI00033,0,0.0377,-1.5446162262543155,-0.14355474380085645,-0.0938252374174643,0.016018645671531807,0.024129346651148784,-0.39154149723853643,0.13695897611215727,-0.10838556538338132,-0.00012433741996937338,0.7159837815297265
CLI00034,0,0.0205,-1.874142356956052,0.04177358483831339,0.1784578031277705,-0.08363995186208363,-0.04203797753805736,-0.5545473849492806,0.10432292498656635,-0.17862094195377243,-0.00012433741996937338,0.39045075556013176
CLI00035,1,0.505,-0.12569405214331603,1.296959343550261,-0.006505609384449761,0.1773399229615567,0.05890326359545215,-0.1583118192026333,-0.13162472752593818,0.06951455137567852,-0.00012433741996937338,0.6903846546698724
CLI00036,0,0.1252,0.6009401814288253,-0.2286004132354095,-0.02752475571898417,0.06401941999291473,0.03200800759826249,0.20694535846012038,-0.11302039420229786,-0.10202693006777035,-0.00012433741996937338,-0.526428822708793
CLI00037,0,0.1097,0.48878389298087954,0.1995793164754658,0.046528783697302574,-0.3472380339977758,-0.08233193427532651,-0.001035190911547098,-0.19814167318452705,-0.33214203014048654,-9.027674444969639e-05,-0.016861820403358936
CLI00038,0,0.1001,-0.4399823451971229,0.5332432751230765,-0.05650455181676385,0.16443773743972862,0.058802433595374085,-0.42420264404466956,-0.10698848433406782,-0.02744246241628293,-0.00012433741996937338,-0.04623120426042122
CLI00039,0,0.2473,0.5434608412827437,0.7332734417447909,-0.0731022170274537,0.10252081027081998,0.034670664190747,-0.057241295518956105,-0.1761952029443159,-0.10335536113227489,-0.00012433741996937338,-0.26627021437156967
CLI00040,1,0.339,0.5717016940982005,0.3054199335902265,0.13138290784849693,0.1698283170468218,-0.08805592552863745,-0.09105994093201547,-0.17318250944304378,0.028762082532147102,-0.00039035493800445843,0.32839687433734654
CLI00041,0,0.1433,0.5373237711807404,0.13633970540345153,0.09820033077397743,-0.001922901174432362,0.04397879790534562,-0.7347945562224579,0.3176349069062549,-0.1799602275361421,-0.00012433741996937338,-0.15407174340241625
CLI00042,0,0.3634,0.6340451462230015,0.3256550901627116,-0.027667584579198948,0.1415634352153545,-0.2203612694706336,0.2558051521466431,0.36331521499593833,0.016179961562140893,-9.027674444969639e-05,-0.19838236466094777
CLI00043,0,0.0702,-1.7400047972897779,-0.13945593792913472,-0.058917815560374204,-0.34965065733745426,-0.04459215100700264,0.6512932664676516,0.165702253497939,-0.16807568866522848,-9.027674444969639e-05,0.9504381499538913
CLI00044,0,0.1269,0.5317722928617218,0.2796846569553212,-0.08947820042552727,0.09515700277040916,-0.16221644120186512,-0.42281417949903105,-0.12238283534399387,-0.08919396373357136,-0.00012433741996937338,-0.09830101178276161
CLI00045,0,0.1428,-0.5954596508499675,0.4175400008124674,0.06575794810599425,0.21637303567493288,0.05415985311726305,-0.26593362154849864,0.2076963389797452,-0.1165870970900198,-0.0004244156135241354,0.07550797291855185
CLI00046,0,0.1143,0.5028015805805459,0.17364966971133466,-0.09127109545599273,0.10783253978256989,-0.013201083208273713,-0.08934306732697048,-0.2591020198213436,-0.31862002089902175,-7.372716695007258e-05,-0.20914722579551043
CLI00047,0,0.1075,0.3850948769026485,-0.18924244741935106,-0.008632454042394537,0.056037299437639396,0.047044188224415945,-0.41225509077020744,-0.15446918743902105,-0.1118520143887832,-0.0006162773905514357,0.12282106175212358
CLI00048,0,0.113,-0.0821876052091891,-0.2283397414718332,0.06904084261947112,0.23776443577486078,0.05094727424193531,-0.40743951576869625,-0.15929742071121109,0.09799674238110556,-0.0004244156135241354,0.21240556293522203
CLI00049,1,0.8361,0.5179430359098008,0.6560874822968069,-0.00035866565456245435,0.18025212168017468,0.04206161780573628,0.8433126480404092,-0.023959465547675876,0.09808547935688297,-9.027674444969639e-05,1.1666415369896994
CLI00050,0,0.0469,-1.0870783567734057,0.053423441999590746,-0.008068965306881434,0.08676801241381829,0.031386933070911865,0.21268303230232716,-0.09135719488883333,-0.07951373501721468,-0.0006162773905514357,-0.27832630850537143
CLI00051,0,0.0249,-1.038343400457133,0.08750405755677433,-0.017538743195602453,-0.213459233057044,0.008375769499050242,-0.15738819835814796,-0.1358712962798865,-0.07518769844293671,-0.00012433741996937338,-0.27355450506229934
CLI00052,0,0.0151,-1.1403503741054664,-0.534738080099859,0.16209311590976697,-0.1860850393858969,-0.002334870524081224,-0.22748391959397984,0.18211803981406238,-0.18004973452418413,-9.027674444969639e-05,-0.40282672054698854
CLI00053,0,0.0186,-1.6279283371024547,-0.007681745781049807,0.05483000492633249,-0.06005500214316628,-0.12316333583277812,-0.2681666381771703,-0.07789648458032425,-0.14687530332566065,-0.00010778784246974956,0.13971814099059787
CLI00054,0,0.1893,0.42185446028602147,-0.19109500392271964,0.01580303185725206,0.11380863332756617,0.053837907305198315,-0.400632571584775,0.4604040347967635,-0.0937878801386673,-0.0009163555841061978,0.01660657079987691
CLI00055,0,0.019,-1.6154878335870075,0.10949541267351358,-0.10221357616036857,-0.03507168803897952,0.04016462458087393,-0.16736266902552535,-0.11169648234477873,-0.07677261610465852,-0.00012433741996937338,-0.13473851240167647
CLI00056,1,0.686,0.5157166434661042,0.659584686147616,0.10609333046784693,0.2847097261218202,-0.04208384832287987,-0.16183260252789694,0.4345862145777913,-0.017948175903640107,-0.00012433741996937338,0.8532310223892257
CLI00057,0,0.1575,0.5941464210521793,-0.15981912951075067,0.08776390496686223,0.048811751556348836,0.03551151808196416,-0.38084353725678677,-0.07995330266540383,-0.03475141725694914,-0.00012433741996937338,0.06324873241081912
CLI00058,1,0.7809,0.7834337526810086,0.21684702779400164,0.10129387276458181,0.024564991364143175,0.04948417456983516,1.2560895041476228,0.37292552907961657,-0.10687009324309178,-0.0004244156135241354,0.4244033807502279
CLI00059,0,0.1504,0.5894790444425984,-0.09186835613253809,-0.013024387519738166,-0.1493129895807021,0.044844146573911316,0.27718551456436835,-0.15347636226191458,-0.22470253193470832,-9.027674444969639e-05,-0.1595419503342328
CLI00060,0,0.0931,0.5694263515316746,0.04967709462329509,-0.12427215094429842,0.04908181529354573,0.03532653474254017,-0.49349470691359887,-0.20407269735309877,-0.08199256337435461,-0.00012433741996937338,-0.22483350378688022
CLI00061,0,0.084,0.5564244799423979,-0.0251030031061717,-0.02428104376625795,-0.10328644906398156,-0.0751881870625792,-0.6702352493478694,-0.11517020009948892,-0.1317174750541407,-0.00012433741996937338,0.0502325312885555
CLI00062,0,0.0397,-0.9177875239877115,-0.5471880577602249,-0.002388777678214055,0.05926074391428004,0.054597300641939746,0.296614314792425,-0.09128155373474828,-0.07959978441285404,-9.027674444969639e-05,-0.10655557989714906
CLI00063,1,0.1689,0.4746545379625595,-0.29362249625415743,0.08870505362062635,0.05042929293039592,-0.18083128337677914,0.06971183593554564,0.279261820985811,-0.11254336219946254,-0.000599727813051812,-0.11779206534176262
CLI00064,1,0.6313,0.5510300489342522,0.572174314792111,0.02180739561968643,0.13333633141941112,-0.16420527326207665,-0.2121954028782914,0.8701439348084206,-0.08352748009644131,-0.00012433741996937338,0.6998776066554414
CLI00065,0,0.2411,0.4808952006526611,-0.0009763068187902913,0.1640270583423142,0.1493770364635119,-0.06829633118541978,-0.1517407446209361,-0.10428136548515196,-0.04265934952656039,-9.027674444969639e-05,0.2775247665726683
CLI00066,0,0.1713,0.4874076374108486,-0.5151290346537342,-0.1224105788600725,0.08055677331532603,0.03539321828730838,-0.2431733818629776,0.32040316316501743,-0.09655537414880073,-0.00012433741996937338,0.32790237355027396
CLI00067,1,0.0589,-0.9146531824523382,-0.5259050560201673,-0.014603590514633606,0.06659276292324935,0.02090432676904569,0.6592653392042396,-0.07156960317901151,-0.033125475784779444,-9.027674444969639e-05,-0.10775495343359034
CLI00068,0,0.0841,0.4352918891827462,-0.2563393327399465,-0.006422830544235263,0.10945831929452138,0.0362957129796717,-0.3523754240397518,-0.14746763108327834,-0.08652219117897036,-0.0009163555841061978,-0.2686052368287862
CLI00069,0,0.0329,-1.1742002655774426,0.28970807179116176,-0.023176961467908135,-0.14353159678700414,0.035074302326128834,-0.2686369437778187,-0.011378283689902773,-0.16532883505070559,-0.00012433741996937338,-0.06929320956063109
CLI00070,0,0.01,-1.0180940062467008,-0.640881252264426,-0.3075470985095942,0.04088831679122708,-0.01885013881271136,-0.48577608346321444,-0.23300082236909883,-0.03137131860971639,-9.027674444969639e-05,-0.052022421082979865
CLI00071,0,0.1344,0.41169772372496993,0.23854814090310733,-0.010636163974368553,0.051780721704641965,-0.15407066603285124,-0.3526373611558228,-0.13902767964824297,-0.13481789213626102,-0.00010778784246974956,0.07759949952709673
CLI00072,0,0.1013,0.3983576698089926,0.2004700077723766,-0.03617698734039574,0.04731767487679787,-0.15489416794181707,-0.5953482718941835,-0.09430437969243201,-0.11840944864585232,-0.00010778784246974956,0.02079265970175763
CLI00073,0,0.0671,-0.945278086932717,0.048694344083276504,-0.02195489639746604,-0.26177758994269146,-0.04654443559955702,0.23906514899976222,0.2440550858136261,-0.08015501184763225,-9.027674444969639e-05,0.04286232112934887
CLI00074,0,0.0318,-0.6316429033194846,-0.19899806365348058,-0.11485989227010777,0.19756134756505406,0.05286250650517264,-0.40732181200698536,-0.20239797566683396,0.040685712477701225,-0.0004244156135241354,-0.3014596443364396
CLI00075,0,0.0629,-0.6193540134117435,0.3859116264687581,-0.003605422908400562,-0.1449315147610276,-0.1611274950677948,-0.23753575069224742,0.22871522803244054,-0.20438002673840175,-0.00010778784246974956,-0.09410675479254937
CLI00076,0,0.0373,-0.6170694534729848,0.14846088335184077,-0.034568688289282126,0.24502473696628244,0.025728619956560027,-0.1154372601731714,-0.20517146647949397,0.03871463744687701,-0.00020029236787873854,-0.8869514046897267
CLI00077,0,0.3137,0.495917350176383,-0.3895665802543044,0.10388642055780832,0.46297187396049444,0.04385467659240719,-0.5931952121075488,0.30269169070650975,0.15478429821931722,-0.0004244156135241354,0.48704700588386163
CLI00078,0,0.1469,0.485100026759624,-0.1516747324492023,0.006042683755199668,0.17378575516298228,0.015959277683314253,-0.3826885679480219,-0.09391987097325773,-0.07667848640725713,-0.0006162773905514357,0.11608254926544324
CLI00079,0,0.1388,0.5221925178379727,0.2924887465748696,-0.071632465605093,0.04459051079313123,0.03538495462991247,-0.3633317518843988,-0.17375463366516736,-0.08976046199179612,-0.00012433741996937338,-0.17026268671672487
CLI00080,0,0.0651,-1.1165372157871267,0.25190589099987987,-0.004936390989111776,0.13541771594443575,0.04897056054762519,-0.12385691317787775,-0.13068858490196034,0.038006913720690365,-0.00012433741996937338,0.08880955270466609
CLI00081,0,0.2153,0.5212902777450769,0.11246047202889657,-0.023522644557431818,0.006444837190058899,-0.03386744827704934,0.1748734674124974,-0.10071577415474184,-0.17023589875753348,-9.027674444969639e-05,0.07102154318421273
CLI00082,0,0.2494,0.6018534587016815,0.18283579341971004,-0.031871273822212685,-0.0713123779664359,-0.008617334072345051,-0.4330082881037962,0.4377122555494499,-0.11118637039133715,-0.00012433741996937338,0.18281667532323007
CLI00083,1,0.1256,0.4890425627562895,-0.18650166171551402,-0.004182555934301545,0.0006906290407864745,0.04275544277545676,-0.31817322204894644,-0.13672784172752722,-0.11339132369823554,-0.0006162773905514357,0.13729974607855036
CLI00084,0,0.1629,0.6037469392564945,-0.6770001068354776,-0.030001551846526038,0.024095244881502775,0.03192531549014439,0.3635777041370778,-0.10123613490609218,-0.08257829956556673,-9.027674444969639e-05,0.08132799799354674
CLI00085,1,0.7678,0.6708055059476679,0.5515350682873102,-0.062145009719213114,0.07709545043052934,0.03577823768543157,0.874725208042111,-0.06398953808277838,-0.0790580870267699,-0.0004244156135241354,1.042291507009622
CLI00086,0,0.0433,-0.8433626349632708,0.023662680225056274,-0.025255522664181074,-0.23613800155457287,-0.03004253627468807,0.2760723057843534,-0.08179247315524232,-0.15325646029007672,-0.0006162773905514357,-0.17299722503768797
CLI00087,0,0.1675,0.6146288568260307,0.258428621501059,-0.07039977774595374,0.021341889850005624,-0.08903380789932083,-0.24431866941679597,-0.1959174563481216,-0.09854930571911483,-9.027674444969639e-05,0.05106117376379993
CLI00088,0,0.0495,-0.7080152324860209,0.023430202301973155,-0.010742118099283984,-0.20629446947357788,-0.014283139319944651,-0.3225986506793988,0.3644713132164028,-0.06510850352358848,-0.000599727813051812,-0.16432812089331242
CLI00089,0,0.0548,0.6158828411723412,-0.2762991601001064,-0.04579001032333552,-0.2724417119619529,-0.014499697241777491,-0.15320940698152574,-0.11186321805336699,-0.1529459657621252,-0.00012433741996937338,-0.586194098739661
CLI00090,0,0.1651,0.4443088304306596,0.0319832140966622,0.10991193529938997,0.2079993072964732,-0.1994105730885803,-0.44214223164868716,-0.11566834901017226,0.07885517098601984,-0.00024552865262603374,0.11457745681805202
CLI00091,0,0.2133,-0.6403827618313088,0.348251326631287,-0.07084732579925283,-0.006394095133685105,-0.0230459400826908,-0.13214336391732515,0.13939155998277974,-0.08001196433594489,-0.00021684194537836235,1.0108065052810837
CLI00092,0,0.0854,-0.1961767975728434,0.48511425593913765,0.05329538980874209,0.1762369792614534,-0.14920231465271325,-0.4081852997528764,-0.0879577664348002,-0.15858487001351632,-0.0004244156135241354,-0.23495258336305466
CLI00093,0,0.1118,0.4774511118479537,-0.20694580851136807,-0.000557203759528861,0.02664142208429653,-0.17980782809992707,-0.4475232517251436,0.27505792173171517,-0.11213869316921724,-0.000599727813051812,-0.05305330809675944
CLI00094,0,0.0626,-0.6943396739557663,0.09160652239121646,-0.021396382560265985,0.025383036967707186,-0.02333160405993616,0.16162480998416032,-0.05424370754542397,-0.07935008764785166,-0.00020029236787873854,-0.2621055819475248
CLI00095,1,0.6002,0.5754737082615808,-0.1423280713435239,0.060444116941692966,0.051625410359516455,0.06525630164135811,1.3233724464386571,0.3779237716027919,0.006206288389490834,-0.00021684194537836235,-0.06089375832251377
CLI00096,0,0.1281,0.5003894183964842,0.1709086624429956,-0.15416723664708204,0.057887314586878826,-0.08430199301922538,-0.8293193606726947,0.3950462938108823,-0.028817974809366126,-0.00012433741996937338,-0.09433129056002673
CLI00097,0,0.1794,0.6238214229483773,0.19757800751728377,-0.06485780788057335,-0.002084260270474665,-0.006738908880448096,0.299633259867565,-0.16244138346421327,-0.3747284261114357,-9.027674444969639e-05,-0.1796219470450351
CLI00098,1,0.748,0.6402044742883429,-0.05399114050996325,0.09419074791918142,0.2247323904237336,-0.023249788113963714,1.3903393801872521,0.4204897647659058,0.17298231360575156,-0.0006162773905514357,0.07353976934618596
CLI00099,0,0.0658,0.5466998460617865,-0.3787449539438646,-0.018598256202619547,0.07915022214795678,-0.03988319839443967,-0.024882207834006992,-0.06336546301811687,-0.06746376731890735,-7.372716695007258e-05,-0.8354536313388939
CLI00100,0,0.0928,0.23669432557079037,0.0660970175767673,-0.018884185756729926,0.06794510536584447,0.059190830319583373,-0.06193306250358622,-0.14980868006830078,-0.12694723134476618,-0.0012654734708068857,-0.5001947248623014
CLI00101,0,0.1637,0.5050260681077777,-0.0339664428731881,-0.004459281087422616,0.0321109476013822,0.008114697342162643,-0.12039637316032394,-0.07248869672175388,-0.09871343380065822,-0.00012433741996937338,0.0043016966999973785
CLI00102,0,0.0947,0.49852144406711646,-0.3208176060858128,-0.00918034759756962,-0.09623917518178123,-0.16838365181729995,-0.14038337708108634,0.24526893524664484,-0.173683117928135,-0.000599727813051812,-0.24133032498189097
CLI00103,0,0.2098,0.604813278978354,-0.06625426311217208,0.0033573380416625073,0.03466278627355179,0.03595393172864479,-0.010810496534404699,-0.025851794900830873,-0.11559067041505931,-0.00012433741996937338,0.06418518540569497
CLI00104,0,0.0356,-1.5774920864219666,-0.9634947094389154,-0.09247340623951558,0.10980055848946323,0.01986086360293143,0.0957927917886327,0.2277783561142571,0.000303902038715286,-0.0004244156135241354,0.7308475084578896
CLI00105,0,0.1051,0.48477001589353724,0.029283979683802065,-0.014678769111956045,-0.28741031138083334,-0.015028905480008467,-0.09128095912056924,-0.07941709812400204,-0.32248390907551955,-0.00012433741996937338,0.0056042978573353115
CLI00106,1,0.5065,0.6599692379803979,-0.31640175367757517,0.041780829182405235,0.07209185304425152,-0.02483302994403519,1.0042098866475264,0.3130694764998985,-0.04800846662767271,-9.027674444969639e-05,0.17500165918309266
CLI00107,0,0.0413,-0.46065402378257875,-0.3248645551301916,-0.005864321013911916,0.11858825153936485,0.046160804348424636,-0.25352256616093904,-0.15505923277725306,-0.07609427610918552,-0.00012433741996937338,-0.18332877700143263
CLI00108,0,0.1426,0.20995517724365917,0.18667386507722442,-0.027196588715551046,0.04230718990952881,0.06833239165049376,-0.36354463815471283,-0.1582258402843498,-0.1100066245044151,-0.00012433741996937338,0.20879998248526704
CLI00109,0,0.6978,1.086893152460165,-0.12908227288289226,0.016763733964442508,0.010737102629448433,2.260421893288074,-0.11674036118281288,-0.06875534004451565,-0.14185379215926333,-0.00010778784246974956,-0.2308273544539481
CLI00110,0,0.1479,0.6256271000377419,-0.14487714712899566,-0.012439589818416297,0.017837448202490978,-0.14273395026231706,-0.28743674807300046,-0.16999983125144752,-0.12706548698109482,-0.00010778784246974956,0.34104310807898536
CLI00111,1,0.6443,0.6077670484105414,0.22169187504294086,0.14281529042975347,0.148197981221078,0.03533030486352769,0.08107111238134279,0.47153516947966984,0.12322021639063019,-0.0004244156135241354,0.6136799376160901
CLI00112,0,0.3776,-1.3268498015906238,0.06368570679309712,-0.032396118701036695,-0.04695218411100554,0.04383401634892508,1.3191275167589833,0.02181637765397458,-0.11840011416793934,-9.027674444969639e-05,1.4273320204504851
CLI00113,0,0.0158,-0.8828900951111425,0.015370366400719449,-0.07288976016286958,-0.28615234204613144,0.03301210977529147,-0.3338635266357754,-0.19341309873934004,-0.34456216303311166,-0.00012433741996937338,-0.21755900406087306
CLI00114,1,0.4157,0.5307850439034046,-0.09522120854098959,0.03192461950941679,0.01575001016119966,0.039995014987263364,0.5582486489328258,0.3222842606887386,-0.048835007643640266,-0.00021684194537836235,0.15530977289708014
CLI00115,1,0.4555,-0.14649392480498036,1.187556803957997,0.01695363312433992,0.2072189801665955,0.15589800221342348,-0.23024322118535923,-0.0660644060487627,0.18540997824117766,-0.00012433741996937338,0.36218298967061824
CLI00116,0,0.065,-0.8932226334341713,0.12135799619819095,-0.03395327940506202,0.1525358309440926,0.060694584054241114,-0.006649617170211108,-0.12069264924972163,-0.05700392195473832,-0.00012433741996937338,-0.03773237634449778
CLI00117,0,0.1571,0.49844157464648814,-0.5370244391752842,0.0794331774358731,0.02566787761893555,0.04120015987665529,-0.48254750453990497,0.5083655699258127,-0.2086819287879534,-0.0004244156135241354,0.24649854346968356
CLI00118,1,0.6602,-1.0961308030048758,0.6113961952783971,-0.03119095765111645,0.09618132862395665,1.8687390883914368,0.5533970822590174,0.21734345880796618,-0.0335041821528173,-0.00012433741996937338,0.32875141490332704
CLI00119,0,0.1561,0.40567575135708456,0.17025851740096432,-0.02258247459711663,0.07112353291502614,0.04304864293019263,-0.33682033554356117,-0.1432129046915748,-0.10923157163326642,-0.00012433741996937338,0.08479018245490418
CLI00120,0,0.105,-0.5835816296350038,0.2689305803791235,-0.002171786612467936,0.07341499729051842,-0.0036920346815600565,0.117607913712963,-0.02953086550123575,-0.07836193189198422,-0.00021684194537836235,-0.05412410331691158
CLI00121,0,0.034,-1.424137192051525,0.2467520665190671,-0.03466135618509544,-0.017511966702250772,0.03652722139205774,-0.30335451899544524,-0.06886246010858076,-0.025117779774926925,-0.00012433741996937338,0.09331435953318445
CLI00122,0,0.115,0.39178153429026186,-0.22413066111606078,0.023706469484210842,0.06277244374670773,0.04679535484489495,-0.41926064418016556,-0.10230661880253362,-0.10589662813887975,-0.0006162773905514357,0.13692235656739538
CLI00123,0,0.1555,0.41032048364098517,-0.014944954279449146,-0.0728570571427843,0.1289798774005339,-0.1552384104506701,-0.07478745518632007,-0.10385293842050651,-0.060473338507917904,-0.0004244156135241354,0.1019025476599512
CLI00124,0,0.1042,0.6216724212272473,-0.3746668239320686,0.09490834984261305,0.033073221427097,-0.12926035017923607,-0.25929391940321467,-0.09112995477999404,-0.09463939210889732,-0.00010778784246974956,-0.10083509114149415
CLI00125,1,0.4044,0.6346613442119498,-0.011622210792318852,0.07129531698090222,-0.026835432713295106,-0.13358376535638095,0.39658231397218907,-0.11102145786268124,-0.0662477708694926,-0.00010778784246974956,0.7101809083685089
